Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
743	1	-7284.961	-7228.854	-56.10763	2.237044	15.65497	0.320019	0.678065	1.07493	1.92699	10.16531
744	0	-7283.875	-7221.337	-62.53763	2.047993	14.96662	0.298937	0.660022	1.07115	1.9699	10.58794
745	1	-7289.837	-7234.293	-55.54395	2.202178	14.57414	0.316271	0.674924	1.07431	1.93449	10.10503
746	0	-7295.693	-7229.518	-66.17491	2.054529	13.51607	0.299698	0.66069	1.0713	1.96832	10.8005
747	1	-7293.722	-7236.619	-57.10251	2.094178	16.76374	0.304263	0.664669	1.07218	1.95889	10.19629
748	0	-7265.563	-7217.267	-48.29537	2.074271	16.97927	0.301982	0.662686	1.07174	1.96359	9.666754
749	1	-7283.852	-7223.574	-60.27748	1.938065	13.32159	0.285768	0.648262	1.06836	1.99761	10.34323
750	0	-7296.346	-7240.129	-56.21726	2.010532	16.03392	0.294529	0.656129	1.07025	1.97909	10.16733
751	1	-7301.172	-7233.841	-67.33098	2.34741	14.9106	0.331495	0.687511	1.07667	1.90433	10.90945
752	0	-7272.831	-7221.56	-51.27121	2.290019	16.31681	0.3256	0.68269	1.0758	1.91591	9.857036
753	1	-7298.277	-7239.067	-59.21008	2.209098	14.53406	0.317019	0.675553	1.07444	1.93299	10.35519
754	0	-7286.409	-7231.467	-54.94172	1.622906	19.5724	0.2437	0.607813	1.05689	2.0916	9.868213
755	1	-7287.746	-7226.994	-60.75228	1.909183	14.05186	0.282187	0.644995	1.06754	2.00528	10.44057
756	0	-7296.441	-7239.671	-56.76969	2.011963	18.82735	0.294699	0.65628	1.07029	1.97874	10.03185
757	1	-7289.261	-7227.129	-62.13199	2.309936	13.57634	0.327663	0.684385	1.07611	1.91184	10.50663
758	0	-7278.106	-7220.834	-57.27278	2.148252	16.12108	0.310352	0.669906	1.07329	1.94645	10.2309
759	1	-7283.199	-7220.335	-62.8636	2.103889	15.54491	0.305368	0.665625	1.07238	1.95662	10.60023
760	0	-7290.88	-7239.056	-51.82419	1.879351	15.69117	0.278435	0.641539	1.06666	2.01337	9.892108
761	1	-7273.646	-7223.541	-50.10457	2.042041	17.19767	0.298242	0.659411	1.07101	1.97134	9.766302
762	0	-7288.81	-7237.779	-51.03103	2.27317	15.69117	0.323839	0.681238	1.07553	1.91939	9.84156
763	1	-7293.472	-7242.858	-50.61383	2.429317	15.04781	0.339651	0.694072	1.07778	1.8885	9.795226
764	0	-7288.237	-7235.795	-52.44218	1.968662	14.34002	0.289505	0.651639	1.06919	1.98967	9.875154
765	1	-7286.518	-7233.8	-52.71791	2.047146	15.5398	0.298838	0.659935	1.07113	1.9701	9.947494
766	0	-7294.906	-7233.603	-61.30305	2.173148	14.29015	0.313103	0.672247	1.07377	1.94088	10.49113
767	1	-7283.573	-7239.826	-43.74687	2.361748	16.46542	0.332945	0.688686	1.07687	1.9015	9.39794
768	0	-7300.465	-7238.023	-62.44191	2.163078	14.71372	0.311994	0.671306	1.07358	1.94312	10.58038
769	1	-7281.318	-7225.354	-55.96362	2.1773	13.60439	0.313559	0.672634	1.07385	1.93995	10.05557
770	0	-7309.79	-7239.649	-70.14085	2.255232	14.07773	0.32195	0.679672	1.07524	1.92314	11.10896
771	1	-7277.306	-7224.457	-52.84956	2.407719	15.538	0.337529	0.692377	1.0775	1.89259	9.955942
772	0	-7319.376	-7236.948	-82.42788	2.061684	14.01344	0.300528	0.661417	1.07146	1.9666	11.98506
773	1	-7275.627	-7225.749	-49.87855	1.927575	17.09298	0.284473	0.647084	1.06807	2.00038	9.756606
774	0	-7308.806	-7235.298	-73.50795	2.014815	15.16108	0.295037	0.65658	1.07036	1.97803	11.31024
775	1	-7296.491	-7231.836	-64.65431	2.232277	13.64482	0.31951	0.67764	1.07485	1.928	10.69712
776	0	-7290.23	-7236.519	-53.711	2.112791	15.77224	0.306377	0.666496	1.07257	1.95456	10.01247
777	1	-7289.545	-7235.037	-54.50836	2.290939	15.01797	0.325695	0.682769	1.07582	1.91572	10.05313
778	0	-7299.423	-7238.489	-60.93355	1.983361	18.3259	0.29128	0.653233	1.06957	1.98592	10.30188
779	1	-7283.638	-7223.09	-60.54806	2.437873	15.8563	0.340486	0.694737	1.07789	1.88689	10.44349
780	0	-7288.733	-7233.805	-54.92821	2.224873	14.74407	0.318717	0.676977	1.07472	1.92959	10.07109
781	1	-7273.945	-7221.972	-51.9732	1.949722	16.17972	0.287198	0.649558	1.06868	1.99456	9.901679
782	0	-7287.859	-7233.251	-54.60833	2.170738	17.11954	0.312838	0.672023	1.07373	1.94141	10.03204
783	1	-7274.221	-7225.933	-48.28848	1.89031	18.13485	0.27982	0.642818	1.06699	2.01038	9.622193
784	0	-7301.476	-7234.246	-67.2296	2.30951	14.72475	0.327619	0.684349	1.0761	1.91193	10.90565
785	1	-7280.298	-7229.823	-50.47533	2.055906	16.17438	0.299858	0.66083	1.07133	1.96798	9.809121
786	0	-7270.427	-7221.767	-48.65954	2.150764	16.15526	0.310631	0.670144	1.07334	1.94588	9.696782
787	1	-7279.573	-7231.022	-48.55132	2.184057	15.57343	0.314298	0.67326	1.07398	1.93846	9.680385
788	0	-7315.88	-7245.129	-70.75089	2.040596	14.77518	0.298073	0.659262	1.07097	1.97169	11.14332
789	1	-7267.256	-7215.316	-51.93961	2.08649	17.28746	0.303385	0.663907	1.07201	1.9607	9.869183
790	0	-7281.834	-7230.173	-51.66175	1.990151	15.37248	0.292096	0.653962	1.06974	1.9842	9.875859
791	1	-7290.664	-7233.042	-57.62194	1.9233	14.30879	0.283944	0.646602	1.06795	2.00151	10.23461
792	0	-7322.095	-7254.531	-67.56471	2.229191	13.59162	0.31918	0.677364	1.07479	1.92866	10.90763
793	1	-7289.886	-7224.014	-65.87289	2.205589	14.07615	0.31664	0.675235	1.07438	1.93375	10.80574
794	0	-7318.549	-7245.775	-72.77379	2.111593	14.57299	0.306241	0.666379	1.07255	1.95483	11.28729
795	1	-7286.866	-7228.24	-58.62669	2.051566	14.80397	0.299353	0.660387	1.07123	1.96903	10.32345
796	0	-7314.423	-7242.701	-71.72197	2.128597	15.49791	0.308157	0.668027	1.0729	1.95092	11.17311
797	1	-7305.702	-7244.093	-61.60925	2.374257	15.21514	0.334201	0.689702	1.07705	1.89905	10.52498
798	0	-7266.694	-7217.479	-49.21466	2.352518	17.38915	0.332013	0.687931	1.07674	1.90331	9.707899
799	1	-7289.065	-7230.073	-58.99181	2.630034	16.76272	0.358448	0.708742	1.07996	1.85285	10.30904
800	0	-7276.398	-7217.435	-58.9636	1.824885	15.09202	0.271436	0.634999	1.06492	2.02865	10.3505
801	1	-7303.93	-7245.302	-58.62764	2.045551	14.80477	0.298652	0.659772	1.07109	1.97049	10.32353
802	0	-7306.433	-7241.017	-65.41601	1.900487	15.91259	0.281099	0.643997	1.06729	2.00762	10.74761
803	1	-7290.6	-7229.206	-61.39482	2.138536	15.73003	0.309269	0.668981	1.0731	1.94865	10.50092
804	0	-7289.24	-7220.748	-68.4918	2.113043	14.13837	0.306405	0.66652	1.07258	1.9545	10.99277
805	1	-7287.027	-7222.74	-64.28636	1.984892	15.19085	0.291465	0.653397	1.06961	1.98553	10.70143
806	0	-7283.553	-7222.493	-61.06007	1.849931	14.69584	0.274678	0.638044	1.06574	2.02154	10.48615
807	1	-7263.168	-7212.193	-50.97453	1.995957	16.58576	0.292792	0.654583	1.06989	1.98274	9.834765
808	0	-7297.303	-7237.971	-59.33267	2.158848	15.8023	0.311527	0.670908	1.0735	1.94407	10.36819
809	1	-7288.374	-7225.698	-62.67589	2.286518	17.72715	0.325235	0.682389	1.07575	1.91663	10.45318
810	0	-7302.03	-7239.074	-62.95576	1.856123	16.22473	0.275473	0.638787	1.06593	2.01981	10.57812
811	1	-7276.597	-7227.88	-48.7171	1.83852	16.63427	0.273206	0.636665	1.06537	2.02476	9.698058
812	0	-7288.772	-7233.099	-55.67251	2.171114	15.5663	0.312879	0.672058	1.07374	1.94133	10.13765
813	1	-7267.985	-7212.96	-55.02465	2.126063	15.41399	0.307872	0.667783	1.07285	1.9515	10.09506
814	0	-7289.291	-7235.611	-53.68008	2.297205	15.74256	0.326346	0.683304	1.07591	1.91444	10.01049
815	1	-7285.82	-7230.61	-55.20918	2.345728	16.97733	0.331325	0.687372	1.07664	1.90466	10.07403
816	0	-7308.362	-7243.939	-64.42225	1.991765	15.92618	0.29229	0.654135	1.06978	1.98379	10.6845
817	1	-7292.457	-7225.857	-66.59944	2.169397	14.11468	0.31269	0.671897	1.0737	1.94171	10.85835
818	0	-7298.143	-7233.872	-64.27052	2.003945	16.18448	0.293745	0.655432	1.07009	1.98073	10.66146
819	1	-7282.934	-7221.118	-61.81521	2.138489	14.03648	0.309264	0.668976	1.0731	1.94866	10.51539
820	0	-7281.119	-7216.538	-64.58083	2.383897	14.30812	0.335165	0.690478	1.07718	1.89718	10.72093
821	1	-7277.455	-7218.324	-59.13112	1.851509	14.9882	0.274881	0.638234	1.06579	2.0211	10.36061
822	0	-7312.939	-7254.357	-58.58168	2.361911	16.54616	0.332961	0.688699	1.07688	1.90146	10.29527
823	1	-7275.883	-7230.152	-45.73089	1.925918	14.8737	0.284268	0.646897	1.06802	2.00081	9.457961
824	0	-7266.512	-7222.243	-44.26872	2.370731	15.91813	0.333848	0.689416	1.077	1.89974	9.418817
825	1	-7279.827	-7232.282	-47.54419	2.255943	15.15205	0.322025	0.679735	1.07525	1.92299	9.597226
826	0	-7279.749	-7228.635	-51.11446	2.616316	15.99549	0.357214	0.707797	1.07983	1.85515	9.849074
827	1	-7290.208	-7236.802	-53.40619	2.263209	16.03838	0.322792	0.680371	1.07537	1.92147	9.991971
828	0	-7265.486	-7215.582	-49.90402	2.172871	18.71848	0.313072	0.672222	1.07377	1.94094	9.674698
829	1	-7285.698	-7234.506	-51.19236	2.028174	14.24778	0.296615	0.657977	1.07068	1.97473	9.77974
830	0	-7316.716	-7253.633	-63.08328	2.008063	15.38117	0.294235	0.655868	1.07019	1.97971	10.61865
831	1	-7279.478	-7231.923	-47.55434	2.026872	16.40211	0.296461	0.657841	1.07065	1.97505	9.629305
832	0	-7274.254	-7225.625	-48.6292	2.205561	16.04937	0.316637	0.675232	1.07437	1.93376	9.69422
833	1	-7284.33	-7230.073	-54.25682	2.010806	16.38022	0.294561	0.656158	1.07026	1.97902	10.0385
834	0	-7295.476	-7236.045	-59.43082	2.524312	18.11702	0.34875	0.70125	1.0789	1.8711	10.23814
835	1	-7287.207	-7232.017	-55.18955	2.263545	16.68139	0.322827	0.6804	1.07537	1.9214	10.0854
836	0	-7294.407	-7233.744	-60.66314	1.962514	13.69776	0.288759	0.650967	1.06902	1.99125	10.40915
837	1	-7269.21	-7215.959	-53.25066	2.095111	17.34283	0.30437	0.664761	1.0722	1.95867	9.942318
838	0	-7283.785	-7229.452	-54.33316	2.243272	15.96217	0.320682	0.678618	1.07504	1.92567	10.05066
839	1	-7285.829	-7224.134	-61.69451	2.044451	15.27273	0.298524	0.659659	1.07106	1.97075	10.52995
840	0	-7283.039	-7222.454	-60.58481	2.161023	13.22794	0.311767	0.671112	1.07354	1.94358	10.35524
841	1	-7309.938	-7238.021	-71.91718	2.230653	12.78923	0.319336	0.677495	1.07482	1.92835	11.17882
842	0	-7291.431	-7236.898	-54.53276	2.056417	15.65274	0.299918	0.660882	1.07134	1.96786	10.06471
843	1	-7295.197	-7230.518	-64.67889	2.136352	14.19081	0.309025	0.668772	1.07305	1.94915	10.72472
844	0	-7278.57	-7223.034	-55.53661	1.920661	14.55295	0.283616	0.646303	1.06787	2.00221	10.10344
845	1	-7302.102	-7233.841	-68.26152	1.800701	16.05409	0.268265	0.631997	1.0641	2.03564	10.91715
846	0	-7299.934	-7237.229	-62.70543	1.713184	16.35854	0.256457	0.620581	1.06082	2.06214	10.55549
847	1	-7310.171	-7239.854	-70.3164	1.964731	12.61267	0.289028	0.65121	1.06908	1.99068	11.03374
848	0	-7299.556	-7237.075	-62.48083	2.236135	13.04824	0.319922	0.677984	1.07491	1.92718	10.47715
849	1	-7294.45	-7229.904	-64.54576	2.348361	16.58816	0.331592	0.687589	1.07668	1.90414	10.65284
850	0	-7316.058	-7249.036	-67.02247	1.980557	16.28859	0.290943	0.65293	1.0695	1.98663	10.82436
851	1	-7291.044	-7234.834	-56.21011	2.422029	14.43697	0.338937	0.693503	1.07769	1.88987	10.14363
852	0	-7288.125	-7229.062	-59.06355	1.936994	14.73792	0.285636	0.648142	1.06833	1.99789	10.35141
853	1	-7278.675	-7222.927	-55.74709	1.806464	14.85934	0.269024	0.632718	1.0643	2.03396	10.1309
854	0	-7283.369	-7224.426	-58.94346	2.188622	15.29698	0.314797	0.673681	1.07406	1.93746	10.34979
855	1	-7289.467	-7237.371	-52.09626	2.185628	15.15502	0.31447	0.673405	1.07401	1.93812	9.897755
856	0	-7305.162	-7239.484	-65.67832	1.815888	15.65734	0.270261	0.63389	1.06462	2.03123	10.77655
857	1	-7300.167	-7235.64	-64.52735	1.759314	16.96858	0.262748	0.626709	1.06261	2.04793	10.62358
858	0	-7273.09	-7208.918	-64.17242	2.114116	15.81336	0.306527	0.666625	1.0726	1.95425	10.67398
859	1	-7275.421	-7219.821	-55.59918	2.208573	14.40085	0.316963	0.675506	1.07443	1.9331	10.09914
860	0	-7272.181	-7209.747	-62.43367	1.710871	14.36061	0.256138	0.620267	1.06073	2.06286	10.57255
861	1	-7290.643	-7235.454	-55.18874	2.609364	15.97638	0.356586	0.707316	1.07977	1.85633	10.10407
862	0	-7286.417	-7225.576	-60.84162	1.668646	16.09158	0.250239	0.614416	1.05896	2.07638	10.45348
863	1	-7306.353	-7238.022	-68.33065	2.094433	13.37402	0.304292	0.664694	1.07218	1.95883	10.95134
864	0	-7288.237	-7227.46	-60.77679	1.908377	13.96593	0.282087	0.644903	1.06752	2.00549	10.43708
865	1	-7294.106	-7239.646	-54.46071	2.330763	16.13919	0.329801	0.686132	1.07643	1.90764	10.05616
866	0	-7269.654	-7217.995	-51.65902	2.001721	17.51682	0.29348	0.655197	1.07003	1.98129	9.842464
867	1	-7321.974	-7258.506	-63.46802	1.871806	15.52303	0.277477	0.640651	1.06642	2.01545	10.63978
868	0	-7251.62	-7200.297	-51.3225	2.259116	18.11965	0.32236	0.680013	1.0753	1.92233	9.790425
869	1	-7316.426	-7252.03	-64.39595	2.066867	16.07681	0.301128	0.661941	1.07158	1.96535	10.67515
870	0	-7259.857	-7211.873	-47.98373	1.993272	18.47196	0.29247	0.654296	1.06982	1.98341	9.586975
871	1	-7312.005	-7254.064	-57.94175	1.860916	16.43116	0.276087	0.639359	1.06609	2.01847	10.26144
872	0	-7276.006	-7226.522	-49.4848	2.323114	15.76587	0.329018	0.685493	1.07631	1.90918	9.744408
873	1	-7284.551	-7228.131	-56.4202	2.096962	14.3965	0.304581	0.664944	1.07224	1.95824	10.15591
874	0	-7276.425	-7215.651	-60.77374	2.477696	14.28938	0.344332	0.697783	1.07837	1.87952	10.45406
875	1	-7291.968	-7242.306	-49.66181	2.500696	17.81585	0.346523	0.699506	1.07864	1.87534	9.71477
876	0	-7275.775	-7209.152	-66.62306	1.682081	15.65415	0.25213	0.616302	1.05954	2.07203	10.83705
877	1	-7290.041	-7238.25	-51.79123	1.930633	16.47737	0.284851	0.647429	1.06815	1.99957	9.886275
878	0	-7290.66	-7232.657	-58.0027	2.142929	14.17371	0.309759	0.6694	1.07319	1.94765	10.25318
879	1	-7300.571	-7235.243	-65.32751	2.297617	13.5887	0.326389	0.683339	1.07592	1.91435	10.74284
880	0	-7274.935	-7220.65	-54.28509	2.561501	17.42612	0.352211	0.703942	1.07929	1.86455	9.997468
881	1	-7295.23	-7240.418	-54.81222	1.944072	14.30022	0.286506	0.648932	1.06852	1.99604	10.03764
882	0	-7283.96	-7238.252	-45.70772	2.189404	17.0434	0.314882	0.673753	1.07408	1.93729	9.513412
883	1	-7269.857	-7218.574	-51.28311	2.446886	15.71645	0.341362	0.695433	1.078	1.88521	9.857938
884	0	-7264.22	-7222.355	-41.86445	2.026134	16.79224	0.296375	0.657764	1.07063	1.97523	9.287481
885	1	-7282.602	-7228.146	-54.45648	1.992535	16.4272	0.292382	0.654218	1.0698	1.9836	10.04944
886	0	-7302.147	-7249.192	-52.95448	1.887239	13.8135	0.279432	0.642461	1.06689	2.01121	9.860271
887	1	-7295.943	-7235.244	-60.69876	2.080678	16.85111	0.302719	0.663328	1.07188	1.96207	10.40546
888	0	-7285.348	-7227.387	-57.96054	1.993929	14.41921	0.292549	0.654367	1.06984	1.98325	10.26402
889	1	-7284.492	-7223.844	-60.6481	1.879941	14.87428	0.278509	0.641608	1.06667	2.01321	10.46089
890	0	-7290.121	-7241.796	-48.32509	2.363824	17.96575	0.333154	0.688855	1.0769	1.90109	9.632726
891	1	-7285.985	-7220.788	-65.19686	2.262893	15.97355	0.322759	0.680343	1.07536	1.92153	10.73065
892	0	-7322.176	-7264.476	-57.70031	2.001118	16.00447	0.293408	0.655133	1.07002	1.98144	10.26058
893	1	-7287.086	-7218.789	-68.29667	1.964251	14.67167	0.28897	0.651158	1.06907	1.9908	10.97893
894	0	-7301.608	-7238.983	-62.62478	2.217881	18.56506	0.317966	0.676348	1.07459	1.93109	10.37013
895	1	-7303.696	-7229.85	-73.84562	2.117372	14.2792	0.306894	0.666941	1.07267	1.9535	11.36907
896	0	-7284.131	-7225.916	-58.21502	1.909007	15.2145	0.282165	0.644975	1.06754	2.00532	10.3019
897	1	-7306.379	-7243.518	-62.86072	2.049329	13.33509	0.299093	0.660159	1.07118	1.96957	10.53851
898	0	-7284.227	-7226.879	-57.34842	2.214677	14.77912	0.317621	0.676059	1.07454	1.93178	10.23635
899	1	-7294.967	-7233.608	-61.35879	2.04797	15.30212	0.298934	0.66002	1.07114	1.9699	10.50763
900	0	-7299.577	-7245.703	-53.87357	2.244892	14.06337	0.320854	0.678761	1.07506	1.92532	9.952112
901	1	-7272.807	-7217.446	-55.3608	2.016806	16.25688	0.295273	0.656789	1.0704	1.97753	10.10923
902	0	-7298.067	-7240.47	-57.59715	1.879239	16.36805	0.27842	0.641525	1.06665	2.0134	10.24287
903	1	-7269.189	-7224.607	-44.58262	2.127084	17.6843	0.307987	0.667881	1.07287	1.95126	9.433836
904	0	-7267.662	-7221.903	-45.75953	2.522495	15.38195	0.348579	0.701116	1.07888	1.87143	9.492391
905	1	-7281.753	-7228.534	-53.21829	2.126228	16.16573	0.307891	0.667799	1.07285	1.95146	9.978826
906	0	-7291.476	-7226.845	-64.63173	2.032266	13.92653	0.297096	0.658401	1.07078	1.97373	10.71132
907	1	-7297.16	-7234.036	-63.12365	1.996952	15.01497	0.292911	0.654689	1.06991	1.98249	10.62682
908	0	-7304.112	-7238.935	-65.17614	1.85217	15.29016	0.274966	0.638313	1.06581	2.02091	10.75743
909	1	-7293.023	-7231.235	-61.78787	2.309708	17.59658	0.327639	0.684365	1.07611	1.91189	10.41412
910	0	-7260.226	-7208.19	-52.03525	2.199751	15.9492	0.316007	0.674702	1.07427	1.93502	9.906717
911	1	-7290.586	-7231.326	-59.2595	2.370717	14.48592	0.333847	0.689415	1.077	1.89974	10.3568
912	0	-7281.483	-7227.565	-53.91787	2.05432	14.37124	0.299674	0.660668	1.07129	1.96837	9.980314
913	1	-7284.777	-7218.905	-65.87259	1.860263	14.33675	0.276004	0.639281	1.06606	2.01865	10.81167
914	0	-7299.579	-7242.204	-57.37498	2.144213	16.35717	0.309902	0.669522	1.07321	1.94736	10.22969
915	1	-7299.464	-7238.741	-60.7229	1.993902	15.01066	0.292546	0.654364	1.06984	1.98325	10.46691
916	0	-7304.168	-7235.82	-68.3481	1.942865	13.97607	0.286358	0.648797	1.06849	1.99635	10.97946
917	1	-7295.31	-7241.063	-54.247	2.027211	15.04833	0.296501	0.657876	1.07066	1.97497	10.03668
918	0	-7296.574	-7228.873	-67.70073	1.848676	11.68996	0.274516	0.637893	1.0657	2.02189	10.65036
919	1	-7291.195	-7232.85	-58.34491	2.586754	14.55843	0.35453	0.705735	1.07955	1.86019	10.29662
920	0	-7299.136	-7228.776	-70.36021	2.396758	14.11029	0.336445	0.691507	1.07735	1.89469	11.12477
921	1	-7281.297	-7229.904	-51.3926	2.492537	17.18412	0.345748	0.698898	1.07854	1.87681	9.84173
922	0	-7291.547	-7218.652	-72.89469	2.205281	14.21573	0.316606	0.675207	1.07437	1.93382	11.30338
923	1	-7289.129	-7242.314	-46.81487	2.368136	16.56304	0.333587	0.689206	1.07696	1.90024	9.584064
924	0	-7277.473	-7213.96	-63.51263	2.023742	14.42028	0.296092	0.657515	1.07057	1.97582	10.64909
925	1	-7279.862	-7227.52	-52.34228	2.327017	17.77385	0.329418	0.68582	1.07637	1.90839	9.867629
926	0	-7281.472	-7219.751	-61.72038	2.186527	13.35569	0.314568	0.673488	1.07403	1.93792	10.45517
927	1	-7288.84	-7241.57	-47.27021	2.064748	16.90233	0.300883	0.661727	1.07153	1.96586	9.607754
928	0	-7288.864	-7232.495	-56.36941	2.351067	15.86281	0.331866	0.687812	1.07672	1.9036	10.17986
929	1	-7293.297	-7244.119	-49.17801	2.198902	18.08331	0.315915	0.674625	1.07425	1.93521	9.674039
930	0	-7295.266	-7228.589	-66.67725	2.388247	14.9913	0.335599	0.690827	1.07724	1.89633	10.86401
931	1	-7297.089	-7245.984	-51.10471	1.929995	17.87776	0.284772	0.647357	1.06813	1.99974	9.792385
932	0	-7297.024	-7236.25	-60.77464	1.85893	15.25902	0.275833	0.639122	1.06602	2.01902	10.46983
933	1	-7293.603	-7241.776	-51.82721	2.209859	14.9717	0.317101	0.675623	1.07445	1.93282	9.872554
934	0	-7279.091	-7220.599	-58.49128	2.275661	16.14282	0.3241	0.681453	1.07557	1.91887	10.30577
935	1	-7297.819	-7248.19	-49.62916	1.865618	16.95391	0.276688	0.639918	1.06623	2.01716	9.74599
936	0	-7285.763	-7227.435	-58.32837	2.516141	13.20622	0.347982	0.700649	1.07881	1.87256	10.18171
937	1	-7291.819	-7236.115	-55.70349	2.373722	17.66426	0.334148	0.689658	1.07704	1.89915	10.064
938	0	-7283.564	-7221.196	-62.36761	2.171468	15.21953	0.312918	0.672091	1.07374	1.94125	10.57477
939	1	-7303.756	-7251.372	-52.38393	2.553333	14.92759	0.351455	0.703356	1.07921	1.86598	9.907789
940	0	-7290.471	-7224.811	-65.66006	1.805577	15.99839	0.268908	0.632607	1.06427	2.03422	10.75827
941	1	-7308.032	-7249.429	-58.6034	2.112487	15.78161	0.306342	0.666466	1.07257	1.95463	10.32247
942	0	-7294.972	-7230.539	-64.43291	1.80889	15.33796	0.269343	0.63302	1.06438	2.03326	10.70759
943	1	-7291.859	-7236.483	-55.37507	2.011165	13.57169	0.294604	0.656196	1.07027	1.97893	10.00837
944	0	-7297.733	-7219.727	-78.00566	1.799776	14.59506	0.268143	0.63188	1.06406	2.03591	11.64508
945	1	-7304.182	-7249.988	-54.19376	2.003498	14.18426	0.293692	0.655385	1.07008	1.98085	9.985315
946	0	-7304.457	-7230.243	-74.21443	1.829863	13.7472	0.272083	0.63561	1.06508	2.02722	11.39894
947	1	-7291.438	-7230.93	-60.50802	2.184928	15.96843	0.314393	0.67334	1.074	1.93827	10.43729
948	0	-7301.587	-7234.597	-66.99012	2.476346	13.70349	0.344202	0.697681	1.07835	1.87976	10.87133
949	1	-7309.596	-7249.84	-59.75615	1.986638	18.79533	0.291674	0.653585	1.06965	1.98509	10.1936
950	0	-7294.144	-7230.015	-64.12907	1.837998	14.5937	0.273138	0.636601	1.06535	2.02491	10.69429
951	1	-7297.017	-7227.158	-69.85902	1.895756	14.85302	0.280505	0.64345	1.06715	2.0089	11.08079
952	0	-7289.865	-7227.162	-62.70237	2.417242	15.7067	0.338467	0.693127	1.07762	1.89078	10.58485
953	1	-7290.275	-7224.783	-65.49286	2.356778	14.45122	0.332443	0.68828	1.0768	1.90247	10.78677
954	0	-7273.92	-7214.899	-59.02081	2.400272	14.6407	0.336793	0.691787	1.0774	1.89402	10.34577
955	1	-7288.03	-7222.212	-65.81843	2.184139	14.72716	0.314307	0.673267	1.07398	1.93844	10.8098
956	0	-7279.178	-7220.747	-58.43122	2.49967	15.34675	0.346425	0.69943	1.07862	1.87552	10.31628
957	1	-7287.367	-7227.053	-60.31359	2.055923	13.92098	0.29986	0.660832	1.07133	1.96798	10.40087
958	0	-7288.631	-7228.974	-59.65771	2.208236	15.34373	0.316926	0.675475	1.07442	1.93318	10.39622
959	1	-7297.92	-7238.573	-59.3469	2.169926	14.3503	0.312749	0.671947	1.07371	1.94159	10.35713
960	0	-7287.225	-7227.157	-60.06853	2.220112	15.16978	0.318206	0.676549	1.07463	1.93061	10.4238
961	1	-7295.309	-7234.222	-61.08668	2.187293	14.45589	0.314652	0.673559	1.07404	1.93775	10.48202
962	0	-7273.572	-7215.597	-57.97481	2.075369	14.42559	0.302109	0.662796	1.07177	1.96333	10.26532
963	1	-7290.378	-7227.116	-63.2618	2.524147	14.26597	0.348734	0.701238	1.0789	1.87113	10.62744
964	0	-7281.572	-7220.11	-61.46176	1.892056	14.22893	0.28004	0.643021	1.06704	2.0099	10.49971
965	1	-7292.026	-7225.65	-66.37565	2.110788	15.01068	0.30615	0.6663	1.07253	1.95502	10.84349
966	0	-7283.723	-7213.716	-70.00636	2.085446	13.56376	0.303265	0.663803	1.07199	1.96094	11.0861
967	1	-7292.878	-7231.758	-61.12089	2.168109	15.79311	0.312549	0.671777	1.07368	1.942	10.48164
968	0	-7297.73	-7227.114	-70.61672	1.873479	16.00363	0.277689	0.640848	1.06648	2.01499	11.0677
